open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_base_volume,taker_buy_quote_volume
1719446400000,60877.93,60877.93,60828.18,60828.18,0.00097,1719446459999,59.019253,3,0.00032,19.480936
1719446460000,60861.08,60861.08,60861.08,60861.08,0.00621,1719446519999,377.9473068,1,0.00621,377.9473068
1719446520000,60849.25,60849.25,60849.25,60849.25,0.00621,1719446579999,377.8738425,1,0.00621,377.8738425
1719446580000,60849.25,60849.25,60849.25,60849.25,0.0,1719446639999,0.0,0,0.0,0.0
1719446640000,60849.25,60849.25,60849.25,60849.25,0.0,1719446699999,0.0,0,0.0,0.0
1719446700000,60862.94,60910.55,60862.94,60910.55,0.00624,1719446759999,380.0808798,2,0.00622,378.863621
1719446760000,60848.6,60893.49,60848.6,60893.49,4e-05,1719446819999,2.4348418,2,2e-05,1.2178698
1719446820000,60893.49,60893.49,60893.49,60893.49,0.0,1719446879999,0.0,0,0.0,0.0
1719446880000,60893.49,60893.49,60893.49,60893.49,0.0,1719446939999,0.0,0,0.0,0.0
1719446940000,60893.49,60893.49,60893.49,60893.49,0.0,1719446999999,0.0,0,0.0,0.0
1719447000000,60893.49,60893.49,60893.49,60893.49,0.0,1719447059999,0.0,0,0.0,0.0
1719447060000,60845.78,60858.28,60845.78,60858.28,0.00519,1719447119999,315.7915982,2,0.00519,315.7915982
1719447120000,60799.13,60799.13,60799.13,60799.13,0.00994,1719447179999,604.3433522,1,0.0,0.0
1719447180000,60806.14,60806.14,60806.14,60806.14,0.005,1719447239999,304.0307,1,0.0,0.0
1719447240000,60806.14,60806.14,60806.14,60806.14,0.0,1719447299999,0.0,0,0.0,0.0
1719447300000,60861.36,60861.36,60861.36,60861.36,0.00164,1719447359999,99.8126304,1,0.00164,99.8126304
1719447360000,60769.56,60769.56,60746.54,60746.54,0.00106,1719447419999,64.4039934,2,0.0,0.0
1719447420000,60746.54,60746.54,60746.54,60746.54,0.0,1719447479999,0.0,0,0.0,0.0
1719447480000,60746.54,60746.54,60746.54,60746.54,0.0,1719447539999,0.0,0,0.0,0.0
1719447540000,60746.54,60746.54,60746.54,60746.54,0.0,1719447599999,0.0,0,0.0,0.0
1719447600000,60746.54,60746.54,60746.54,60746.54,0.0,1719447659999,0.0,0,0.0,0.0
1719447660000,60746.54,60746.54,60746.54,60746.54,0.0,1719447719999,0.0,0,0.0,0.0
1719447720000,60927.79,60927.79,60879.33,60879.33,0.01112,1719447779999,677.0096486,2,0.00065,39.6030635
1719447780000,60928.09,60930.0,60928.09,60930.0,0.21834,1719447839999,13303.4557683,7,0.21834,13303.4557683
1719447840000,60930.0,60930.0,60930.0,60930.0,0.0,1719447899999,0.0,0,0.0,0.0
1719447900000,60930.0,60930.0,60930.0,60930.0,0.0,1719447959999,0.0,0,0.0,0.0
1719447960000,60895.11,60895.11,60868.74,60868.74,0.00055,1719448019999,33.4785981,2,0.0,0.0
1719448020000,60868.74,60868.74,60868.74,60868.74,0.0,1719448079999,0.0,0,0.0,0.0
1719448080000,60868.74,60868.74,60868.74,60868.74,0.0,1719448139999,0.0,0,0.0,0.0
1719448140000,60868.74,60868.74,60868.74,60868.74,0.0,1719448199999,0.0,0,0.0,0.0
1719448200000,60868.74,60868.74,60868.74,60868.74,0.0,1719448259999,0.0,0,0.0,0.0
1719448260000,60868.74,60868.74,60868.74,60868.74,0.0,1719448319999,0.0,0,0.0,0.0
1719448320000,60868.74,60868.74,60868.74,60868.74,0.0,1719448379999,0.0,0,0.0,0.0
1719448380000,60868.74,60868.74,60868.74,60868.74,0.0,1719448439999,0.0,0,0.0,0.0
1719448440000,60868.74,60868.74,60868.74,60868.74,0.0,1719448499999,0.0,0,0.0,0.0
1719448500000,60951.89,61027.93,60951.89,61027.93,0.00907,1719448559999,553.4815031,2,0.00907,553.4815031
1719448560000,61027.93,61027.93,61027.93,61027.93,0.0,1719448619999,0.0,0,0.0,0.0
1719448620000,60977.96,60977.96,60977.96,60977.96,0.00017,1719448679999,10.3662532,1,0.0,0.0
1719448680000,60977.96,60977.96,60977.96,60977.96,0.0,1719448739999,0.0,0,0.0,0.0
1719448740000,61005.53,61005.53,61005.53,61005.53,6e-05,1719448799999,3.6603318,1,0.0,0.0
1719448800000,61007.59,61007.59,61007.59,61007.59,0.00057,1719448859999,34.7743263,1,0.0,0.0
1719448860000,61007.59,61007.59,61007.59,61007.59,0.0,1719448919999,0.0,0,0.0,0.0
1719448920000,61007.59,61007.59,61007.59,61007.59,0.0,1719448979999,0.0,0,0.0,0.0
1719448980000,61001.58,61001.58,61001.58,61001.58,0.22033,1719449039999,13440.4781214,1,0.22033,13440.4781214
1719449040000,61003.74,61003.74,61003.74,61003.74,0.02613,1719449099999,1594.0277262,1,0.02613,1594.0277262
1719449100000,60945.76,60945.76,60896.75,60896.75,0.00061,1719449159999,37.149468,2,0.0,0.0
1719449160000,60888.18,60888.18,60888.15,60888.15,0.02592,1719449219999,1578.2216229,2,0.02592,1578.2216229
1719449220000,60888.15,60888.15,60888.15,60888.15,0.0,1719449279999,0.0,0,0.0,0.0
1719449280000,60888.15,60888.15,60888.15,60888.15,0.0,1719449339999,0.0,0,0.0,0.0
1719449340000,60888.15,60888.15,60888.15,60888.15,0.0,1719449399999,0.0,0,0.0,0.0
1719449400000,60870.06,60870.06,60870.06,60870.06,3e-05,1719449459999,1.8261018,1,0.0,0.0
1719449460000,60943.8,60943.8,60943.71,60943.71,0.00048,1719449519999,29.2530032,3,0.00048,29.2530032
1719449520000,60943.71,60943.71,60943.71,60943.71,0.0,1719449579999,0.0,0,0.0,0.0
1719449580000,60943.71,60943.71,60943.71,60943.71,0.0,1719449639999,0.0,0,0.0,0.0
1719449640000,60943.71,60943.71,60943.71,60943.71,0.0,1719449699999,0.0,0,0.0,0.0
1719449700000,60943.71,60943.71,60943.71,60943.71,0.0,1719449759999,0.0,0,0.0,0.0
1719449760000,60951.05,61027.39,60951.05,61027.39,0.00058,1719449819999,35.3862622,3,0.00056,34.1672412
1719449820000,60971.47,60971.47,60971.47,60971.47,8e-05,1719449879999,4.8777176,1,0.0,0.0
1719449880000,61020.93,61020.93,61020.93,61020.93,8e-05,1719449939999,4.8816744,1,8e-05,4.8816744
1719449940000,61020.93,61020.93,61020.93,61020.93,0.0,1719449999999,0.0,0,0.0,0.0
1719450000000,60972.01,60973.59,60972.01,60973.59,4e-05,1719450059999,2.438912,2,0.0,0.0
1719450060000,61018.0,61018.0,61018.0,61018.0,0.00016,1719450119999,9.76288,1,0.00016,9.76288
1719450120000,60943.71,60943.71,60943.71,60943.71,0.02663,1719450179999,1622.9309973,4,0.0,0.0
1719450180000,60903.48,60903.48,60903.48,60903.48,2e-05,1719450239999,1.2180696,1,0.0,0.0
1719450240000,60903.48,60903.48,60903.48,60903.48,0.0,1719450299999,0.0,0,0.0,0.0
1719450300000,60882.9,60882.9,60882.9,60882.9,4e-05,1719450359999,2.435316,1,0.0,0.0
1719450360000,60904.74,60904.74,60904.74,60904.74,2e-05,1719450419999,1.2180948,1,0.0,0.0
1719450420000,60963.94,60963.94,60963.94,60963.94,0.00036,1719450479999,21.9470184,1,0.00036,21.9470184
1719450480000,60962.22,60962.22,60933.49,60933.49,0.00024,1719450539999,14.626336,2,8e-05,4.8769776
1719450540000,60933.49,60933.49,60933.49,60933.49,0.0,1719450599999,0.0,0,0.0,0.0
1719450600000,60935.16,60959.58,60935.16,60959.58,0.00236,1719450659999,143.8633878,2,0.0,0.0
1719450660000,60987.37,60987.37,60987.37,60987.37,7e-05,1719450719999,4.2691159,1,0.0,0.0
1719450720000,61018.0,61018.0,61018.0,61018.0,0.00317,1719450779999,193.42706,1,0.00317,193.42706
1719450780000,61018.0,61018.0,61018.0,61018.0,0.0,1719450839999,0.0,0,0.0,0.0
1719450840000,60981.14,60981.14,60981.14,60981.14,0.00016,1719450899999,9.7569824,1,0.0,0.0
1719450900000,61000.0,61000.0,61000.0,61000.0,0.00058,1719450959999,35.38,1,0.00058,35.38
1719450960000,61074.55,61074.55,61065.29,61065.29,0.00167,1719451019999,101.9849607,2,0.00167,101.9849607
1719451020000,60991.69,60998.32,60991.69,60998.32,0.00048,1719451079999,29.277072,3,0.0,0.0
1719451080000,60998.39,60998.39,60982.85,60982.85,0.00361,1719451139999,220.1710004,5,0.0,0.0
1719451140000,60982.92,60982.92,60949.63,60949.63,0.01086,1719451199999,662.1287759,7,0.0,0.0
1719451200000,60949.63,60949.63,60949.63,60949.63,0.0,1719451259999,0.0,0,0.0,0.0
1719451260000,60949.63,60949.63,60949.63,60949.63,0.0,1719451319999,0.0,0,0.0,0.0
1719451320000,61061.6,61067.35,61055.2,61067.35,0.00199,1719451379999,121.5074825,3,0.00106,64.725296
1719451380000,61067.35,61067.35,61067.35,61067.35,0.0,1719451439999,0.0,0,0.0,0.0
1719451440000,61067.35,61067.35,61067.35,61067.35,0.0,1719451499999,0.0,0,0.0,0.0
1719451500000,61067.35,61067.35,61067.35,61067.35,0.0,1719451559999,0.0,0,0.0,0.0
1719451560000,61013.46,61013.46,61013.46,61013.46,0.00016,1719451619999,9.7621536,1,0.0,0.0
1719451620000,61013.46,61013.46,61013.46,61013.46,0.0,1719451679999,0.0,0,0.0,0.0
1719451680000,61070.67,61070.67,61070.67,61070.67,0.00153,1719451739999,93.4381251,1,0.00153,93.4381251
1719451740000,61070.67,61070.67,61070.67,61070.67,0.0,1719451799999,0.0,0,0.0,0.0
1719451800000,61070.67,61070.67,61070.67,61070.67,0.0,1719451859999,0.0,0,0.0,0.0
1719451860000,61070.67,61070.67,61070.67,61070.67,0.0,1719451919999,0.0,0,0.0,0.0
1719451920000,61070.44,61074.55,61070.44,61074.55,0.0005,1719451979999,30.5354408,3,0.0,0.0
1719451980000,61074.55,61074.55,61074.55,61074.55,0.0,1719452039999,0.0,0,0.0,0.0
1719452040000,61064.08,61064.08,61063.97,61064.08,0.0028,1719452099999,170.979372,7,0.0,0.0
1719452100000,61064.08,61064.08,61064.08,61064.08,0.0,1719452159999,0.0,0,0.0,0.0
1719452160000,61064.08,61064.08,61064.08,61064.08,0.0,1719452219999,0.0,0,0.0,0.0
1719452220000,61064.08,61064.08,61064.08,61064.08,0.0,1719452279999,0.0,0,0.0,0.0
1719452280000,61064.08,61064.08,61064.08,61064.08,0.0,1719452339999,0.0,0,0.0,0.0
1719452340000,61064.08,61064.08,61064.08,61064.08,0.0,1719452399999,0.0,0,0.0,0.0
1719452400000,61068.88,61117.97,61068.88,61068.93,0.16411,1719452459999,10022.874416,3,0.01738,1062.2303186
1719452460000,61059.77,61059.77,61059.77,61059.77,2e-05,1719452519999,1.2211954,1,0.0,0.0
1719452520000,61064.58,61064.58,61064.58,61064.58,2e-05,1719452579999,1.2212916,1,0.0,0.0
1719452580000,61064.58,61064.58,61064.58,61064.58,0.0,1719452639999,0.0,0,0.0,0.0
1719452640000,61113.26,61113.26,61077.62,61077.62,0.00317,1719452699999,193.6392214,2,0.00065,39.723619
